instruction,type,level,score,total_tools_expected,total_tools_matched,tools_called,expected_tools,matching_details,matched_tools,unmatched_tools,timestamp
Give a summary of the configuration settings for the Book2Publication transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:33:58.690923
What is the default configuration for the Book2Publication transformation?,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:00.751383
Show me the step-by-step process of configuring the Book2Publication transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(http://localhost:8080/transformation/Book2Publication) | curl_transformation_by_Name_tool(http://localhost:8080/transformation/Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:03.178797
Can you walk me through the configuration details for the Book2Publication transformation?,single_tool,1,1.0,1,1,"curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication) | curl_apply_transformation_tool(Book2Publication,/path/to/book2publication)",curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:05.569521
Display the detailed documentation for the Book2Publication transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:07.283104
I need to access the configuration information for the Book2Publication transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication) | curl_transformation_by_Name_tool(Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:09.410406
Show the current state of the transformation settings for the Book2Publication transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:11.026521
Can you provide a sample configuration file for the Book2Publication transformation?,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Book2Publication),curl_transformation_by_Name_tool(Book2Publication),Matched: curl_transformation_by_Name_tool(Book2Publication) with curl_transformation_by_Name_tool(Book2Publication),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Book2Publication'}]",[],2025-02-18T14:34:13.375355
Provide an example configuration scenario for the XML2Book transformation,single_tool,1,0.0,1,0,"curl_transformation_by_Name_tool(xml2book) | curl_apply_transformation_tool(xml2book,/path/to/example.xml)",curl_transformation_by_Name_tool(XML2Book),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'XML2Book'}]",2025-02-18T14:34:15.738843
- Transform the XML model at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi into a Book model,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(transformation_name,book_model,file_path=./atl_zoo/Book2Publication/XML/inputModelXML.xmi) | curl_apply_transformation_tool(transformation_name,book_model,file_path=./atl_zoo/Book2Publication/XML/inputModelXML.xmi) | curl_apply_transformation_tool(transformation_name,book_model,file_path=./atl_zoo/Book2Publication/XML/inputModelXML.xmi)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:18.162980
- Convert the XML model at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi to a Book model,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(transformation_name,book_model,file_path) | curl_apply_transformation_tool(transformation_name,book_model,file_path) | curl_apply_transformation_tool(transformation_name,book_model,file_path)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:20.120752
- Change the model at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi from XML to Book,single_tool,2,0.0,1,0,"curl_apply_transformation_tool('Book,inputModelXML.xmi') | curl_apply_transformation_tool('Book,inputModelXML.xmi') | curl_apply_transformation_tool('Book,inputModelXML.xmi')","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:22.136597
- Update the XML model at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi to be a Book model,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(transformation_name,book_model,./atl_zoo/Book2Publication/XML/inputModelXML.xmi) | curl_apply_transformation_tool(transformation_name,book_model,./atl_zoo/Book2Publication/XML/inputModelXML.xmi) | curl_transformation_by_Name_tool(book_model)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:24.355467
- Transform the model located at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi from XML to Book,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(xml_to_book, ./atl_zoo/Book2Publication/XML/inputModelXML.xmi) | curl_transformation_by_Name_tool(xml_to_book) | curl_transformation_by_Name_tool(xml_to_book)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:26.496294
- Rewrite the XML model found at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi into an Book model,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool(transformation_name, file_path)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:28.480771
- Modify the XML model at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi to match the format of a Book model,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool(transformation_name, file_path)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:30.537137
- Reformat the model stored at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi from XML to Book,single_tool,2,0.0,1,0,"curl_apply_transformation_tool('reformat_model, ./atl_zoo/Book2Publication/XML/inputModelXML.xmi') | curl_transformation_by_Name_tool('reformat_model') | curl_transformation_by_Name_tool('reformat_model')","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:32.693292
- Convert the existing XML model at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi into a new Book model,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool(transformation_name, file_path)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:34:34.696157
- Change the model at ./atl_zoo/Ant2Maven/example/build1.xmi from XML to Ant,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(xml_to_ant, ./atl_zoo/Ant2Maven/example/build1.xmi) | curl_transformation_by_Name_tool(xml_to_ant) | curl_transformation_by_Name_tool(xml_to_ant)","curl_apply_transformation_tool(['XML2Ant', './atl_zoo/Ant2Maven/example/build1.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Ant', './atl_zoo/Ant2Maven/example/build1.xmi']}]",2025-02-18T14:34:36.473406
Display the current state of the configuration for the Ant2Maven transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Ant2Maven) | curl_transformation_by_Name_tool(Ant2Maven) | curl_transformation_by_Name_tool(Ant2Maven),curl_transformation_by_Name_tool(Ant2Maven),Matched: curl_transformation_by_Name_tool(Ant2Maven) with curl_transformation_by_Name_tool(Ant2Maven),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Ant2Maven'}]",[],2025-02-18T14:34:38.672013
Change the path ./atl_zoo/KM32DOT/KM32DOT/Models/KM3-KM3.xmi to produce a suitable DOT transformation,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(dot, ./atl_zoo/KM32DOT/KM32DOT/Models/KM3-KM3.xmi) | curl_transformation_by_Name_tool(dot) | curl_transformation_by_Name_tool(dot)","curl_apply_transformation_tool(['KM32DOT', './atl_zoo/KM32DOT/KM32DOT/Models/KM3-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DOT', './atl_zoo/KM32DOT/KM32DOT/Models/KM3-KM3.xmi']}]",2025-02-18T14:34:40.535953
Refine the metamodel model at ./atl_zoo/JavaSource2Table/javaSource-example.xmi to meet Table specifications,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(refine_metamodel, ./atl_zoo/JavaSource2Table/javaSource-example.xmi) | curl_transformation_by_Name_tool(refine_metamodel) | curl_transformation_by_Name_tool(refine_metamodel)","curl_apply_transformation_tool(['JavaSource2Table', './atl_zoo/JavaSource2Table/javaSource-example.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['JavaSource2Table', './atl_zoo/JavaSource2Table/javaSource-example.xmi']}]",2025-02-18T14:34:42.378503
- Reconfigure the model pointed to by ./atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi as a RSS entity,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(rss_entity, ./atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi) | curl_transformation_by_Name_tool(rss_entity) | curl_transformation_by_Name_tool(rss_entity)","curl_apply_transformation_tool(['XML2RSS', './atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2RSS', './atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi']}]",2025-02-18T14:34:44.206102
Transform the objects located at './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi' using the PetriNet2XML technique,single_tool,1,1.0,1,1,"curl_apply_transformation_tool('PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi') | curl_apply_transformation_tool('PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi') | curl_apply_transformation_tool('PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi')","curl_apply_transformation_tool(['PetriNet2XML', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'])","Matched: curl_apply_transformation_tool(['PetriNet2XML', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi']) with curl_apply_transformation_tool('PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi')","[{'tool_name': 'curl_apply_transformation_tool', 'arguments': ""'PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'""}]",[],2025-02-18T14:34:46.853597
Modify the user interface elements identified by './atl_zoo/R2ML2OCL/build1.xmi' according to the XML2R2ML specification,single_tool,1,0.0,1,0,"curl_apply_transformation_tool(xml2r2ml,./atl_zoo/R2ML2OCL/build1.xmi) | curl_transformation_by_Name_tool(xml2r2ml) | curl_transformation_by_Name_tool(xml2r2ml)","curl_apply_transformation_tool(['XML2R2ML', './atl_zoo/R2ML2OCL/build1.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2R2ML', './atl_zoo/R2ML2OCL/build1.xmi']}]",2025-02-18T14:34:48.804312
- Update the target model at ./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi with the XML attributes,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(xml_attributes,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi) | curl_transformation_by_Name_tool(xml_attributes) | curl_transformation_by_Name_tool(xml_attributes)","curl_apply_transformation_tool(['PetriNet2XML', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['PetriNet2XML', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi']}]",2025-02-18T14:34:50.792307
Display the current state of the configuration for the Partial2totalRoleA transformation,single_tool,1,1.0,1,1,curl_transformation_by_Name_tool(Partial2totalRoleA) | curl_transformation_by_Name_tool(Partial2totalRoleA) | curl_transformation_by_Name_tool(Partial2totalRoleA),curl_transformation_by_Name_tool(Partial2totalRoleA),Matched: curl_transformation_by_Name_tool(Partial2totalRoleA) with curl_transformation_by_Name_tool(Partial2totalRoleA),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': 'Partial2totalRoleA'}]",[],2025-02-18T14:34:52.981556
- Recast the ./atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi model into the defined KM3target type,single_tool,3,0.0,1,0,"curl_apply_transformation_tool('recast,./atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi') | curl_transformation_by_Name_tool('recast') | curl_transformation_by_Name_tool('recast')","curl_apply_transformation_tool(['RedundantInheritance_with_context', './atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['RedundantInheritance_with_context', './atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi']}]",2025-02-18T14:34:54.720710
Modify the path ./atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi to produce a compatible XSLT output,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(xslt, ./atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi) | curl_transformation_by_Name_tool(xslt) | curl_transformation_by_Name_tool(xslt)","curl_apply_transformation_tool(['XML2XSLT', './atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2XSLT', './atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi']}]",2025-02-18T14:34:56.650219
- Modify the source model located at ./atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi in line with the XSLT specifications,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(xslt, ./atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi) | curl_transformation_by_Name_tool(xslt) | curl_transformation_by_Name_tool(xslt)","curl_apply_transformation_tool(['XML2XSLT', './atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2XSLT', './atl_zoo/XSLT2XQuery/XML/tr.xsl-XML.xmi']}]",2025-02-18T14:34:58.561179
Modify the model located at ./atl_zoo/R2ML2SWRL to conform to r2ml standards,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(r2ml, ./atl_zoo/R2ML2SWRL) | curl_transformation_by_Name_tool(r2ml) | curl_transformation_by_Name_tool(r2ml)","curl_apply_transformation_tool(['XML2R2ML', './atl_zoo/R2ML2SWRL'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2R2ML', './atl_zoo/R2ML2SWRL']}]",2025-02-18T14:35:00.500114
Update the model specified by ./atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi to utilize RSS components,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(rss_update, ./atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi) | curl_transformation_by_Name_tool(rss_update) | curl_transformation_by_Name_tool(rss_update)","curl_apply_transformation_tool(['XML2RSS', './atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2RSS', './atl_zoo/RSS2ATOM/XML/Exemple1-XML.xmi']}]",2025-02-18T14:35:02.338996
Modify the path ./atl_zoo/WSDL2R2ML/outModels/XML2R2ML/xml2r2ml_model.xmi to produce a compatible WSDL output,single_tool,3,0.0,1,0,"curl_apply_transformation_tool('wsdl2r2ml, ./atl_zoo/WSDL2R2ML/outModels/XML2R2ML/xml2r2ml_model.xmi') | curl_apply_transformation_tool('wsdl2r2ml, ./atl_zoo/WSDL2R2ML/outModels/XML2R2ML/xml2r2ml_model.xmi') | curl_apply_transformation_tool('wsdl2r2ml, ./atl_zoo/WSDL2R2ML/outModels/XML2R2ML/xml2r2ml_model.xmi')","curl_apply_transformation_tool(['R2ML2WSDL', './atl_zoo/WSDL2R2ML/outModels/XML2R2ML/xml2r2ml_model.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['R2ML2WSDL', './atl_zoo/WSDL2R2ML/outModels/XML2R2ML/xml2r2ml_model.xmi']}]",2025-02-18T14:35:05.130802
Create a new instance of './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi' and apply the PetriNet2XML algorithm,single_tool,1,1.0,1,1,"curl_apply_transformation_tool('PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi') | curl_transformation_by_Name_tool(PetriNet2XML) | curl_transformation_by_Name_tool(PetriNet2XML)","curl_apply_transformation_tool(['PetriNet2XML', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'])","Matched: curl_apply_transformation_tool(['PetriNet2XML', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi']) with curl_apply_transformation_tool('PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi')","[{'tool_name': 'curl_apply_transformation_tool', 'arguments': ""'PetriNet2XML,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'""}]",[],2025-02-18T14:35:07.144644
Transform this model ./atl_zoo/Geometry/cube.xmi into DXF format,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(transform,cube.xmi) | curl_apply_transformation_tool(transform,./atl_zoo/Geometry/cube.xmi) | curl_apply_transformation_tool(transform,./atl_zoo/Geometry/cube.xmi)","curl_apply_transformation_tool(['XML2DXF', './atl_zoo/Geometry/cube.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2DXF', './atl_zoo/Geometry/cube.xmi']}]",2025-02-18T14:35:09.032305
Map the target model at ./atl_zoo/Grafcet2PetriNet/Models/XML2PNML_example.xmi to the new XML format,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(map,target_model,./atl_zoo/Grafcet2PetriNet/Models/XML2PNML_example.xmi) | curl_apply_transformation_tool(map,target_model,./atl_zoo/Grafcet2PetriNet/Models/XML2PNML_example.xmi) | curl_transformation_by_Name_tool(map)","curl_apply_transformation_tool(['PNML2XML', './atl_zoo/Grafcet2PetriNet/Models/XML2PNML_example.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['PNML2XML', './atl_zoo/Grafcet2PetriNet/Models/XML2PNML_example.xmi']}]",2025-02-18T14:35:11.359479
Modify the user interface elements identified by './atl_zoo/Families2Persons/sample-Families.xmi' according to the Families2Persons specification,single_tool,1,0.0,1,0,"curl_apply_transformation_tool(transformation_name, file_path) | curl_apply_transformation_tool('transformation_name,file_path') | curl_apply_transformation_tool('transformation_name,file_path')","curl_apply_transformation_tool(['Families2Persons', './atl_zoo/Families2Persons/sample-Families.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['Families2Persons', './atl_zoo/Families2Persons/sample-Families.xmi']}]",2025-02-18T14:35:13.092417
- Transform the model located at ./atl_zoo/Book2Publication/XML/inputModelXML.xmi from XML to Book,single_tool,2,0.0,1,0,"curl_apply_transformation_tool(xml_to_book, ./atl_zoo/Book2Publication/XML/inputModelXML.xmi) | curl_transformation_by_Name_tool(xml_to_book) | curl_transformation_by_Name_tool(xml_to_book)","curl_apply_transformation_tool(['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2Book', './atl_zoo/Book2Publication/XML/inputModelXML.xmi']}]",2025-02-18T14:35:15.221489
Use the XML2GeoTrans function to alter the contents of './atl_zoo/Geometry/TransfoCommands.xmi',single_tool,1,1.0,1,1,"curl_apply_transformation_tool('XML2GeoTrans,./atl_zoo/Geometry/TransfoCommands.xmi') | curl_transformation_by_Name_tool('XML2GeoTrans') | curl_transformation_by_Name_tool('XML2GeoTrans')","curl_apply_transformation_tool(['XML2GeoTrans', './atl_zoo/Geometry/TransfoCommands.xmi'])","Matched: curl_apply_transformation_tool(['XML2GeoTrans', './atl_zoo/Geometry/TransfoCommands.xmi']) with curl_apply_transformation_tool('XML2GeoTrans,./atl_zoo/Geometry/TransfoCommands.xmi')","[{'tool_name': 'curl_apply_transformation_tool', 'arguments': ""'XML2GeoTrans,./atl_zoo/Geometry/TransfoCommands.xmi'""}]",[],2025-02-18T14:35:17.836191
- Modify the source model located at ./atl_zoo/KMLInjector/InputModels/example-XML.xmi in line with the KML specifications,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(kml, ./atl_zoo/KMLInjector/InputModels/example-XML.xmi) | curl_transformation_by_Name_tool(kml) | curl_transformation_by_Name_tool(kml)","curl_apply_transformation_tool(['XML2KML', './atl_zoo/KMLInjector/InputModels/example-XML.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['XML2KML', './atl_zoo/KMLInjector/InputModels/example-XML.xmi']}]",2025-02-18T14:35:19.763206
Revise the metamodel format from ./atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi to a more efficient KM3target solution,single_tool,3,0.0,1,0,"curl_apply_transformation_tool('KM3target, ./atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi') | curl_transformation_by_Name_tool('KM3target') | curl_transformation_by_Name_tool('KM3target')","curl_apply_transformation_tool(['RedundantInheritance_with_context', './atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['RedundantInheritance_with_context', './atl_zoo/EliminateRedundantInheritance/with_context/InputModels/example-KM3.xmi']}]",2025-02-18T14:35:21.694979
- Update the model located at ./atl_zoo/ListMetamodelRefactoring/SampleModels/RootA.xmi with the B format,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(B,./atl_zoo/ListMetamodelRefactoring/SampleModels/RootA.xmi) | curl_apply_transformation_tool(B,./atl_zoo/ListMetamodelRefactoring/SampleModels/RootA.xmi) | curl_apply_transformation_tool(B,./atl_zoo/ListMetamodelRefactoring/SampleModels/RootA.xmi)","curl_apply_transformation_tool(['A2B', './atl_zoo/ListMetamodelRefactoring/SampleModels/RootA.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['A2B', './atl_zoo/ListMetamodelRefactoring/SampleModels/RootA.xmi']}]",2025-02-18T14:35:24.194232
Modify the performance of the system located at './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi' based on the PetriNet2PathExp strategy,single_tool,1,1.0,1,1,"curl_apply_transformation_tool('PetriNet2PathExp,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi') | curl_transformation_by_Name_tool(PetriNet2PathExp) | curl_transformation_by_Name_tool(PetriNet2PathExp)","curl_apply_transformation_tool(['PetriNet2PathExp', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'])","Matched: curl_apply_transformation_tool(['PetriNet2PathExp', './atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi']) with curl_apply_transformation_tool('PetriNet2PathExp,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi')","[{'tool_name': 'curl_apply_transformation_tool', 'arguments': ""'PetriNet2PathExp,./atl_zoo/PathExp2PetriNet/Models/petrinet-example.xmi'""}]",[],2025-02-18T14:35:26.205514
- Convert the model found at ./atl_zoo/Make2Ant/example/antFile.xmi to conform with the XML standard,single_tool,3,0.0,1,0,"curl_apply_transformation_tool(transformation_name,xml_standard, file_path=./atl_zoo/Make2Ant/example/antFile.xmi) | curl_apply_transformation_tool(transformation_name,xml_standard, file_path=./atl_zoo/Make2Ant/example/antFile.xmi) | curl_apply_transformation_tool(transformation_name,xml_standard, file_path=./atl_zoo/Make2Ant/example/antFile.xmi)","curl_apply_transformation_tool(['Ant2XML', './atl_zoo/Make2Ant/example/antFile.xmi'])",No matches,[],"[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['Ant2XML', './atl_zoo/Make2Ant/example/antFile.xmi']}]",2025-02-18T14:35:28.631057
Make a copy of './atl_zoo/Ant2Maven/example/build1.xmi' and apply the XML2Ant operation,single_tool,1,1.0,1,1,"curl_apply_transformation_tool('XML2Ant,./atl_zoo/Ant2Maven/example/build1.xmi') | curl_transformation_by_Name_tool(XML2Ant) | curl_transformation_by_Name_tool(XML2Ant)","curl_apply_transformation_tool(['XML2Ant', './atl_zoo/Ant2Maven/example/build1.xmi'])","Matched: curl_apply_transformation_tool(['XML2Ant', './atl_zoo/Ant2Maven/example/build1.xmi']) with curl_apply_transformation_tool('XML2Ant,./atl_zoo/Ant2Maven/example/build1.xmi')","[{'tool_name': 'curl_apply_transformation_tool', 'arguments': ""'XML2Ant,./atl_zoo/Ant2Maven/example/build1.xmi'""}]",[],2025-02-18T14:35:30.569248
