instruction,type,level,score,total_tools_expected,total_tools_matched,tools_called,expected_tools,matching_details,matched_tools,unmatched_tools,timestamp
"After obtaining the configuration, I need you to show me the configuration settings of the transformation that transforms a PNML into a XML model and then transform ./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi from this model Mantis to a XML model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'PNMLToXML'}) | curl_apply_transformation_tool({'input_str': 'PNMLToXML,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'}) | curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'})","curl_transformation_by_Name_tool(PNML2XML) | curl_apply_transformation_tool(['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'PNML2XML'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi']}]",2025-03-06T20:28:50.480626
"Apply this transformation to get the required output, once you have the configuration settings for transforming a XML into a Ant model transform ./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi from this model SimpleClass to a SimpleRDBMS model",multi_tool,2,0.0,2,0,"curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}) | curl_apply_transformation_tool({'input_str': 'transform a Class model (./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi) to a Relational model'})","curl_transformation_by_Name_tool(XML2Ant) | curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'XML2Ant'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi']}]",2025-03-06T20:28:53.328160
"To complete the task, first get the required configuration, then apply it to transform a KM3 into a EMF model once, after which you can transform ./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi from this model KM3 to a DSL model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'KM3'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_transformation_by_Name_tool({'query': 'SimpleExampleMM-DSL2EMF'})","curl_transformation_by_Name_tool(KM32EMF) | curl_apply_transformation_tool(['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi']}]",2025-03-06T20:28:56.325389
"Once I have the necessary configuration for transforming a PNML into a XML model, apply this to transform ./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi from this model Mantis to a XML model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'})","curl_transformation_by_Name_tool(PNML2XML) | curl_apply_transformation_tool(['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'PNML2XML'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi']}]",2025-03-06T20:28:58.892440
"Now, show me the required settings for transforming a XML into a Ant model and then apply them to transform ./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi from this model SimpleClass to a SimpleRDBMS model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'})","curl_transformation_by_Name_tool(XML2Ant) | curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'XML2Ant'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi']}]",2025-03-06T20:29:05.459614
"After I have your confirmation, show me the configuration that enables the transformation of KM3 into EMF and then apply this to transform ./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi from this model KM3 to a DSL model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'})","curl_transformation_by_Name_tool(KM32EMF) | curl_apply_transformation_tool(['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi']}]",2025-03-06T20:29:11.132730
Show me the settings that enable the transformation of PNML into XML and apply them to transform ./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi from this model Mantis to a XML model,multi_tool,2,0.5,2,1,"curl_transformation_by_Name_tool({'query': 'PNML2XML'}) | curl_apply_transformation_tool({'input_str': 'PNML2XML,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'}) | curl_apply_transformation_tool({'input_str': 'PNML2XML,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'})","curl_transformation_by_Name_tool(PNML2XML) | curl_apply_transformation_tool(['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'])",Matched: curl_transformation_by_Name_tool(PNML2XML) with curl_transformation_by_Name_tool({'query': 'PNML2XML'}),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'PNML2XML'}}]","[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi']}]",2025-03-06T20:29:16.571233
"Apply these settings once you have displayed them, show me the required configuration for transforming XML into Ant and then apply this to transform ./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi from this model SimpleClass to a SimpleRDBMS model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'})","curl_transformation_by_Name_tool(XML2Ant) | curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'XML2Ant'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi']}]",2025-03-06T20:29:22.075572
"After obtaining the configuration, I need you to show me the configuration settings of the transformation that transforms a KM3 into a EMF model and then transform ./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi from this model KM3 to a DSL model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_apply_transformation_tool({'input_str': 'KM3ToEMF,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_transformation_by_Name_tool({'query': 'Class2Relational'})","curl_transformation_by_Name_tool(KM32EMF) | curl_apply_transformation_tool(['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi']}]",2025-03-06T20:29:26.332150
"Apply this transformation to get the required output, once you have the configuration settings for transforming a PNML into a XML model transform ./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi from this model Mantis to a XML model",multi_tool,2,0.0,2,0,"curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'})","curl_transformation_by_Name_tool(PNML2XML) | curl_apply_transformation_tool(['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'PNML2XML'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi']}]",2025-03-06T20:29:29.489441
"To complete the task, first get the required configuration, then apply it to transform a XML into a Ant model once, after which you can transform ./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi from this model SimpleClass to a SimpleRDBMS model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}) | curl_transformation_by_Name_tool({'query': 'SimpleClass2SimpleRDBMS'})","curl_transformation_by_Name_tool(XML2Ant) | curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'XML2Ant'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi']}]",2025-03-06T20:29:36.088528
"Once I have the necessary configuration for transforming a KM3 into a EMF model, apply this to transform ./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi from this model KM3 to a DSL model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'})","curl_transformation_by_Name_tool(KM32EMF) | curl_apply_transformation_tool(['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi']}]",2025-03-06T20:29:40.403940
"Now, show me the required settings for transforming a PNML into a XML model and then apply them to transform ./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi from this model Mantis to a XML model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'})","curl_transformation_by_Name_tool(PNML2XML) | curl_apply_transformation_tool(['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'PNML2XML'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi']}]",2025-03-06T20:29:44.254252
"After I have your confirmation, show me the configuration that enables the transformation of XML into Ant and then apply this to transform ./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi from this model SimpleClass to a SimpleRDBMS model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}) | curl_apply_transformation_tool({'input_str': 'transform a Class model (./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi) to a Relational model'})","curl_transformation_by_Name_tool(XML2Ant) | curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'XML2Ant'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi']}]",2025-03-06T20:29:49.275867
Show me the settings that enable the transformation of KM3 into EMF and apply them to transform ./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi from this model KM3 to a DSL model,multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'KM3Relational'}) | curl_apply_transformation_tool({'input_str': 'KM3Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_apply_transformation_tool({'input_str': 'Class2Relational,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'})","curl_transformation_by_Name_tool(KM32EMF) | curl_apply_transformation_tool(['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi']}]",2025-03-06T20:29:54.038010
"Apply these settings once you have displayed them, show me the required configuration for transforming PNML into XML and then apply this to transform ./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi from this model Mantis to a XML model",multi_tool,2,0.5,2,1,"curl_transformation_by_Name_tool({'query': 'PNML2XML'}) | curl_apply_transformation_tool({'input_str': 'PNML2XML,./atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'})","curl_transformation_by_Name_tool(PNML2XML) | curl_apply_transformation_tool(['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi'])",Matched: curl_transformation_by_Name_tool(PNML2XML) with curl_transformation_by_Name_tool({'query': 'PNML2XML'}),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'PNML2XML'}}]","[{'api_name': 'curl_apply_transformation_tool', 'arguments': ['Mantis2XML', './atl_zoo/SoftwareQualityControl2MantisBTFile/modelsExamples/MantisExample.xmi']}]",2025-03-06T20:30:00.491697
"After obtaining the configuration, I need you to show me the configuration settings of the transformation that transforms a XML into a Ant model and then transform ./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi from this model SimpleClass to a SimpleRDBMS model",multi_tool,2,1.0,2,2,"curl_transformation_by_Name_tool({'query': 'XML2Ant'}) | curl_apply_transformation_tool({'input_str': 'XML2Ant,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}) | curl_transformation_by_Name_tool({'query': 'SimpleClass2SimpleRDBMS'}) | curl_apply_transformation_tool({'input_str': 'SimpleClass2SimpleRDBMS,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'})","curl_transformation_by_Name_tool(XML2Ant) | curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'])","Matched: curl_transformation_by_Name_tool(XML2Ant) with curl_transformation_by_Name_tool({'query': 'XML2Ant'}) | Matched: curl_apply_transformation_tool(['SimpleClass2SimpleRDBMS', './atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi']) with curl_apply_transformation_tool({'input_str': 'SimpleClass2SimpleRDBMS,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'})","[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'XML2Ant'}}, {'tool_name': 'curl_apply_transformation_tool', 'arguments': {'input_str': 'SimpleClass2SimpleRDBMS,./atl_zoo/SimpleClass2SimpleRDBMS/Sample-SimpleClass.xmi'}}]",[],2025-03-06T20:30:07.762147
"Apply this transformation to get the required output, once you have the configuration settings for transforming a KM3 into a EMF model then transform ./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi from this model KM3 to a DSL model",multi_tool,2,0.0,2,0,"curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_apply_transformation_tool({'input_str': 'KM3ToEMF,./atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'}) | curl_transformation_by_Name_tool({'query': 'Class2Relational'})","curl_transformation_by_Name_tool(KM32EMF) | curl_apply_transformation_tool(['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi'])",No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_apply_transformation_tool', 'arguments': ['KM32DSL', './atl_zoo/DSLBridge/MetamodelBridge/Models/SimpleExample/DSL2EMF/SimpleExampleMM-KM3.xmi']}]",2025-03-06T20:30:10.827894
"Show me the configuration that transforms a KM3 into a EMF, then show me the configuration that converts a KM3 into a DSL",multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}) | curl_all_transformations_tool({}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:14.691968
Show the configuration for transforming a KM3 to a EMF and then show the configuration for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:17.257168
Show the configuration settings of the transformation that converts a KM3 to a EMF and then show the settings for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}) | curl_transformation_by_Name_tool({'query': 'Class2Relational'}) | curl_transformation_by_Name_tool({'query': 'Class2Relational'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:21.859098
Show me the configuration for transforming KM3 to EMF and then show me the settings for converting KM3 to DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3 to EMF'}) | curl_transformation_by_Name_tool({'query': 'KM3 to DSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:24.209513
Show the configuration for transforming a KM3 to a EMF and then display the settings for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:26.572622
Show me the configuration settings of the transformation that converts a KM3 to a EMF and then display the settings for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:29.948220
Show the configuration settings of the transformation that transforms a KM3 into a EMF and then display the settings for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:32.162048
Show the configuration for transforming a KM3 to a EMF and then show the settings for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:34.968583
Show the configuration settings of the transformation that converts a KM3 to a EMF and then show me the settings for converting a KM3 to a DSL,multi_tool,2,0.0,2,0,curl_transformation_by_Name_tool({'query': 'KM3ToEMF'}) | curl_transformation_by_Name_tool({'query': 'KM3ToDSL'}),curl_transformation_by_Name_tool(KM32EMF) | curl_transformation_by_Name_tool(KM32DSL),No matches,[],"[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32EMF'}, {'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'KM32DSL'}]",2025-03-06T20:30:37.315281
"Show me the configuration that transforms a PNML into a XML, then show me the configuration that converts a Mantis into a XML",multi_tool,2,1.0,2,2,curl_transformation_by_Name_tool({'query': 'PNML2XML'}) | curl_transformation_by_Name_tool({'query': 'Mantis2XML'}),curl_transformation_by_Name_tool(PNML2XML) | curl_transformation_by_Name_tool(Mantis2XML),Matched: curl_transformation_by_Name_tool(PNML2XML) with curl_transformation_by_Name_tool({'query': 'PNML2XML'}) | Matched: curl_transformation_by_Name_tool(Mantis2XML) with curl_transformation_by_Name_tool({'query': 'Mantis2XML'}),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'PNML2XML'}}, {'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'Mantis2XML'}}]",[],2025-03-06T20:30:40.609980
Show the configuration for transforming a XML to a Ant and then show the configuration for converting a SimpleClass to a SimpleRDBMS,multi_tool,2,1.0,2,2,curl_transformation_by_Name_tool({'query': 'XML2Ant'}) | curl_transformation_by_Name_tool({'query': 'SimpleClass2SimpleRDBMS'}),curl_transformation_by_Name_tool(XML2Ant) | curl_transformation_by_Name_tool(SimpleClass2SimpleRDBMS),Matched: curl_transformation_by_Name_tool(XML2Ant) with curl_transformation_by_Name_tool({'query': 'XML2Ant'}) | Matched: curl_transformation_by_Name_tool(SimpleClass2SimpleRDBMS) with curl_transformation_by_Name_tool({'query': 'SimpleClass2SimpleRDBMS'}),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'XML2Ant'}}, {'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'SimpleClass2SimpleRDBMS'}}]",[],2025-03-06T20:30:43.345230
Show the configuration settings of the transformation that converts a PNML to a XML and then show the settings for converting a Mantis to a XML,multi_tool,2,0.5,2,1,curl_transformation_by_Name_tool({'query': 'PNML2XML'}) | curl_transformation_by_Name_tool({'query': 'MANTIS2XML'}),curl_transformation_by_Name_tool(PNML2XML) | curl_transformation_by_Name_tool(Mantis2XML),Matched: curl_transformation_by_Name_tool(PNML2XML) with curl_transformation_by_Name_tool({'query': 'PNML2XML'}),"[{'tool_name': 'curl_transformation_by_Name_tool', 'arguments': {'query': 'PNML2XML'}}]","[{'api_name': 'curl_transformation_by_Name_tool', 'arguments': 'Mantis2XML'}]",2025-03-06T20:30:47.362075
